lotSize,rooms,floors,baths,price,saleResult,commission
4135.0,4.0,3.0,1.0,219048.0,Sold,13142.88
1146.0,5.0,3.0,2.0,202097.0,Sold,12125.82
2021.0,4.0,2.0,2.0,153294.0,Sold,9197.64
1456.0,4.0,3.0,2.0,170222.0,Sold,10213.32
1583.0,3.0,2.0,3.0,166541.0,Sold,9992.46
2904.0,2.0,2.0,2.0,183264.0,Sold,10995.84
1839.0,6.0,3.0,1.0,218526.0,Sold,13111.56
2558.0,2.0,2.0,3.0,162842.0,Sold,9770.52
4411.0,2.0,2.0,2.0,191196.0,Sold,11471.76
4380.0,6.0,2.0,2.0,197597.0,Sold,11855.82
3856.0,3.0,2.0,2.0,183498.0,Sold,11009.88
4891.0,5.0,3.0,2.0,209132.0,Sold,12547.92
4290.0,5.0,2.0,2.0,171695.0,Sold,10301.7
3024.0,4.0,3.0,1.0,180392.0,Sold,10823.52
2650.0,4.0,2.0,2.0,154097.0,Sold,9245.82
2871.0,6.0,1.0,2.0,167745.0,Sold,10064.7
3775.0,6.0,1.0,3.0,151264.0,Sold,9075.84
1100.0,5.0,3.0,3.0,193197.0,Unsold,0.0
2569.0,2.0,1.0,1.0,222822.0,Sold,13369.32
2515.0,6.0,3.0,1.0,206522.0,Sold,12391.32
1404.0,5.0,1.0,1.0,217859.0,Sold,13071.54
3916.0,4.0,3.0,3.0,187208.0,Sold,11232.48
4099.0,3.0,3.0,2.0,196682.0,Sold,11800.92
3429.0,6.0,3.0,1.0,224873.0,Sold,13492.38
1513.0,6.0,2.0,3.0,171156.0,Sold,10269.36
4114.0,2.0,1.0,3.0,209558.0,Unsold,0.0
3834.0,4.0,1.0,1.0,235175.0,Unsold,0.0
3420.0,3.0,1.0,2.0,177427.0,Sold,10645.62
3876.0,3.0,3.0,2.0,187850.0,Sold,11271.0
3875.0,6.0,3.0,3.0,223438.0,Sold,13406.28
2354.0,5.0,3.0,2.0,191169.0,Sold,11470.14
4351.0,6.0,1.0,2.0,171021.0,Sold,10261.26
4900.0,6.0,1.0,3.0,165981.0,Sold,9958.86
3121.0,5.0,1.0,3.0,154326.0,Sold,9259.56
1467.0,3.0,1.0,1.0,188794.0,Sold,11327.64
1148.0,5.0,1.0,2.0,178846.0,Sold,10730.76
1871.0,6.0,3.0,3.0,190827.0,Sold,11449.62
4124.0,5.0,2.0,2.0,179974.0,Sold,10798.44
2974.0,3.0,3.0,1.0,216122.0,Sold,12967.32
1620.0,4.0,2.0,1.0,192576.0,Sold,11554.56
4870.0,3.0,2.0,3.0,178605.0,Sold,10716.3
4529.0,6.0,3.0,3.0,214865.0,Sold,12891.9
3485.0,3.0,2.0,3.0,147736.0,Sold,8864.16
2588.0,6.0,2.0,3.0,184846.0,Sold,11090.76
1271.0,4.0,2.0,3.0,152689.0,Sold,9161.34
4416.0,6.0,3.0,3.0,204733.0,Sold,12283.98
4787.0,5.0,1.0,2.0,201355.0,Sold,12081.3
4213.0,6.0,1.0,3.0,155733.0,Sold,9343.98
4105.0,5.0,3.0,3.0,201496.0,Unsold,0.0
2998.0,1.0,1.0,2.0,247453.0,Sold,14847.18
2233.0,4.0,2.0,2.0,177760.0,Sold,10665.6
4591.0,2.0,1.0,3.0,190808.0,Sold,11448.48
1206.0,5.0,2.0,3.0,168045.0,Sold,10082.7
3541.0,2.0,1.0,3.0,199616.0,Sold,11976.96
1334.0,6.0,2.0,3.0,180690.0,Unsold,0.0
3191.0,1.0,1.0,3.0,222365.0,Sold,13341.9
1365.0,4.0,2.0,2.0,152120.0,Unsold,0.0
1705.0,1.0,1.0,2.0,210797.0,Sold,12647.82
3611.0,3.0,2.0,1.0,219810.0,Sold,13188.6
1016.0,6.0,2.0,3.0,189186.0,Sold,11351.16
3843.0,3.0,3.0,3.0,160174.0,Unsold,0.0
3678.0,2.0,2.0,1.0,237128.0,Sold,14227.68
4879.0,5.0,1.0,3.0,175382.0,Sold,10522.92
2113.0,3.0,2.0,3.0,169278.0,Sold,10156.68
2236.0,6.0,2.0,2.0,184146.0,Sold,11048.76
2366.0,5.0,3.0,3.0,195213.0,Sold,11712.78
1143.0,4.0,2.0,3.0,156019.0,Sold,9361.14
2832.0,2.0,2.0,1.0,199456.0,Sold,11967.36
4247.0,3.0,2.0,2.0,190139.0,Sold,11408.34
4253.0,5.0,2.0,1.0,197986.0,Sold,11879.16
3895.0,5.0,3.0,2.0,210503.0,Sold,12630.18
4281.0,5.0,3.0,1.0,241481.0,Unsold,0.0
1097.0,2.0,1.0,1.0,190880.0,Sold,11452.8
3826.0,4.0,2.0,2.0,159585.0,Sold,9575.1
1595.0,2.0,1.0,3.0,212437.0,Sold,12746.22
1992.0,5.0,1.0,3.0,174267.0,Sold,10456.02
2267.0,3.0,1.0,2.0,183269.0,Sold,10996.14
2215.0,5.0,1.0,2.0,168300.0,Sold,10098.0
4255.0,6.0,1.0,2.0,194245.0,Sold,11654.7
1025.0,3.0,2.0,1.0,216041.0,Unsold,0.0
2019.0,1.0,1.0,2.0,236551.0,Sold,14193.06
1088.0,5.0,3.0,3.0,195929.0,Sold,11755.74
1239.0,4.0,2.0,1.0,189176.0,Sold,11350.56
3206.0,6.0,2.0,2.0,164910.0,Sold,9894.6
2096.0,2.0,2.0,1.0,209548.0,Unsold,0.0
2710.0,3.0,1.0,2.0,174339.0,Sold,10460.34
1810.0,4.0,1.0,2.0,162381.0,Sold,9742.86
4247.0,4.0,3.0,2.0,198737.0,Unsold,0.0
3142.0,3.0,1.0,3.0,192319.0,Sold,11539.14
1479.0,2.0,2.0,3.0,178754.0,Sold,10725.24
4647.0,6.0,2.0,1.0,236545.0,Sold,14192.7
4319.0,4.0,2.0,3.0,156019.0,Sold,9361.14
3355.0,4.0,2.0,3.0,147947.0,Sold,8876.82
2555.0,3.0,3.0,1.0,204758.0,Sold,12285.48
2020.0,3.0,3.0,3.0,145432.0,Sold,8725.92
3128.0,3.0,3.0,3.0,159081.0,Sold,9544.86
3177.0,4.0,3.0,1.0,196923.0,Sold,11815.38
2596.0,2.0,2.0,2.0,156902.0,Sold,9414.12
2582.0,3.0,3.0,3.0,153768.0,Sold,9226.08
4221.0,4.0,2.0,3.0,149523.0,Unsold,0.0
4070.0,1.0,1.0,3.0,208112.0,Sold,12486.72
2520.0,5.0,2.0,1.0,183396.0,Unsold,0.0
3929.0,1.0,1.0,3.0,227775.0,Sold,13666.5
4264.0,4.0,3.0,1.0,218367.0,Unsold,0.0
1638.0,2.0,2.0,3.0,183510.0,Sold,11010.6
4037.0,5.0,3.0,2.0,190840.0,Sold,11450.4
4091.0,5.0,1.0,2.0,189910.0,Sold,11394.6
4539.0,2.0,2.0,3.0,199957.0,Sold,11997.42
4955.0,5.0,2.0,3.0,169204.0,Sold,10152.24
4676.0,6.0,3.0,3.0,215738.0,Unsold,0.0
1485.0,3.0,1.0,3.0,198176.0,Sold,11890.56
2590.0,4.0,2.0,3.0,145370.0,Sold,8722.199999999999
2690.0,5.0,2.0,3.0,154270.0,Unsold,0.0
3119.0,2.0,1.0,2.0,186053.0,Sold,11163.18
1005.0,6.0,2.0,3.0,183834.0,Unsold,0.0
3240.0,2.0,2.0,1.0,231326.0,Unsold,0.0
1578.0,4.0,1.0,2.0,178712.0,Sold,10722.72
4781.0,6.0,2.0,2.0,200367.0,Unsold,0.0
1174.0,3.0,1.0,1.0,180222.0,Unsold,0.0
1900.0,1.0,1.0,3.0,240018.0,Sold,14401.08
1824.0,6.0,2.0,3.0,162128.0,Sold,9727.68
2074.0,3.0,3.0,2.0,164764.0,Sold,9885.84
4671.0,5.0,1.0,1.0,226841.0,Sold,13610.46
2312.0,3.0,3.0,1.0,204784.0,Sold,12287.04
2543.0,6.0,2.0,1.0,186220.0,Unsold,0.0
1431.0,3.0,1.0,1.0,177841.0,Sold,10670.46
4779.0,3.0,2.0,3.0,163230.0,Unsold,0.0
2130.0,1.0,1.0,2.0,209780.0,Sold,12586.8
1623.0,3.0,2.0,1.0,199676.0,Sold,11980.56
4952.0,6.0,2.0,1.0,212874.0,Sold,12772.44
2703.0,5.0,3.0,2.0,194322.0,Sold,11659.32
3031.0,5.0,2.0,3.0,142591.0,Sold,8555.46
2354.0,5.0,2.0,1.0,181684.0,Sold,10901.04
3236.0,3.0,3.0,3.0,159616.0,Unsold,0.0
1748.0,1.0,1.0,3.0,226473.0,Sold,13588.38
1035.0,3.0,3.0,1.0,228242.0,Sold,13694.52
3948.0,5.0,3.0,2.0,207509.0,Sold,12450.54
3729.0,3.0,3.0,2.0,200569.0,Sold,12034.14
2402.0,3.0,3.0,2.0,172352.0,Sold,10341.12
4900.0,4.0,3.0,3.0,191554.0,Sold,11493.24
1006.0,6.0,2.0,3.0,183469.0,Sold,11008.14
2835.0,5.0,3.0,1.0,201042.0,Sold,12062.52
2752.0,4.0,3.0,3.0,171969.0,Sold,10318.14
1058.0,6.0,2.0,2.0,190475.0,Sold,11428.5
2370.0,6.0,1.0,1.0,201184.0,Sold,12071.04
1148.0,3.0,3.0,2.0,169281.0,Sold,10156.86
3429.0,4.0,2.0,3.0,142903.0,Sold,8574.18
4247.0,3.0,1.0,2.0,206791.0,Unsold,0.0
2231.0,1.0,1.0,1.0,214617.0,Sold,12877.02
4425.0,3.0,3.0,3.0,178366.0,Sold,10701.96
4765.0,5.0,2.0,3.0,173903.0,Sold,10434.18
3675.0,4.0,2.0,2.0,162705.0,Sold,9762.3
3758.0,4.0,1.0,2.0,175166.0,Sold,10509.96
1712.0,6.0,2.0,2.0,180990.0,Sold,10859.4
4711.0,4.0,2.0,2.0,186973.0,Sold,11218.38
1354.0,4.0,2.0,1.0,188907.0,Unsold,0.0
2172.0,1.0,1.0,3.0,219813.0,Sold,13188.78
2254.0,6.0,1.0,3.0,171342.0,Sold,10280.52
1805.0,3.0,3.0,1.0,215712.0,Sold,12942.72
2049.0,4.0,1.0,2.0,174059.0,Sold,10443.54
4556.0,6.0,2.0,3.0,166797.0,Sold,10007.82
2587.0,3.0,2.0,1.0,194591.0,Sold,11675.46
1841.0,4.0,3.0,2.0,174347.0,Sold,10460.82
3520.0,4.0,3.0,3.0,184732.0,Sold,11083.92
1303.0,4.0,3.0,2.0,183730.0,Unsold,0.0
1022.0,3.0,1.0,1.0,196429.0,Sold,11785.74
1267.0,5.0,3.0,1.0,234879.0,Unsold,0.0
4461.0,4.0,1.0,2.0,207421.0,Unsold,0.0
4782.0,2.0,1.0,1.0,265228.0,Unsold,0.0
1766.0,4.0,2.0,2.0,152527.0,Sold,9151.62
1108.0,3.0,2.0,3.0,160383.0,Sold,9622.98
1670.0,4.0,3.0,3.0,154437.0,Sold,9266.22
3859.0,6.0,2.0,1.0,182887.0,Sold,10973.22
2318.0,3.0,3.0,2.0,168123.0,Sold,10087.38
3286.0,5.0,2.0,3.0,153752.0,Sold,9225.12
1945.0,4.0,3.0,2.0,163255.0,Sold,9795.3
2329.0,3.0,2.0,2.0,160420.0,Sold,9625.2
4325.0,5.0,3.0,3.0,210962.0,Unsold,0.0
3643.0,3.0,1.0,3.0,187534.0,Sold,11252.04
3169.0,4.0,2.0,1.0,185315.0,Unsold,0.0
3226.0,1.0,1.0,1.0,230826.0,Unsold,0.0
2273.0,1.0,1.0,2.0,217278.0,Sold,13036.68
2929.0,3.0,1.0,3.0,185318.0,Sold,11119.08
1644.0,3.0,3.0,1.0,199396.0,Sold,11963.76
2927.0,5.0,3.0,3.0,193993.0,Sold,11639.58
1211.0,4.0,2.0,2.0,164250.0,Sold,9855.0
3665.0,4.0,3.0,2.0,197066.0,Unsold,0.0
1931.0,1.0,1.0,3.0,221250.0,Unsold,0.0
4216.0,2.0,1.0,2.0,220931.0,Sold,13255.86
3256.0,3.0,3.0,1.0,216717.0,Sold,13003.02
2700.0,3.0,3.0,2.0,178285.0,Sold,10697.1
3956.0,3.0,3.0,1.0,218906.0,Sold,13134.36
4819.0,6.0,3.0,1.0,246684.0,Sold,14801.04
3617.0,5.0,3.0,3.0,183390.0,Sold,11003.4
1843.0,3.0,2.0,2.0,159187.0,Sold,9551.22
2754.0,5.0,3.0,3.0,185095.0,Sold,11105.7
1021.0,2.0,2.0,2.0,164921.0,Sold,9895.26
3438.0,5.0,3.0,2.0,187389.0,Sold,11243.34
1819.0,5.0,3.0,2.0,197545.0,Sold,11852.7
4480.0,4.0,3.0,3.0,201376.0,Sold,12082.56
4291.0,4.0,1.0,2.0,195073.0,Unsold,0.0
3032.0,1.0,1.0,2.0,229779.0,Sold,13786.74
2413.0,6.0,1.0,2.0,168372.0,Sold,10102.32
2719.0,4.0,3.0,2.0,172905.0,Sold,10374.3
4745.0,3.0,3.0,1.0,240065.0,Sold,14403.9
4223.0,4.0,3.0,3.0,182298.0,Sold,10937.88
3816.0,6.0,1.0,1.0,200716.0,Sold,12042.96
4539.0,4.0,3.0,2.0,202219.0,Unsold,0.0
3495.0,2.0,1.0,2.0,179685.0,Sold,10781.1
3989.0,5.0,2.0,2.0,175838.0,Sold,10550.28
2830.0,3.0,3.0,3.0,156662.0,Sold,9399.72
4801.0,4.0,2.0,3.0,161485.0,Sold,9689.1
2199.0,3.0,3.0,2.0,179284.0,Sold,10757.04
4057.0,6.0,3.0,3.0,213342.0,Sold,12800.52
1803.0,3.0,3.0,1.0,211088.0,Sold,12665.28
2221.0,5.0,3.0,3.0,182527.0,Sold,10951.62
2082.0,4.0,2.0,3.0,148640.0,Sold,8918.4
4792.0,1.0,1.0,3.0,215124.0,Unsold,0.0
4153.0,2.0,1.0,2.0,193001.0,Sold,11580.06
3754.0,5.0,1.0,1.0,203169.0,Sold,12190.14
2172.0,4.0,2.0,2.0,156472.0,Sold,9388.32
1130.0,3.0,3.0,1.0,214178.0,Unsold,0.0
2260.0,4.0,1.0,1.0,225954.0,Unsold,0.0
1234.0,1.0,1.0,1.0,205660.0,Unsold,0.0
4615.0,2.0,1.0,1.0,274727.0,Sold,16483.62
4433.0,5.0,3.0,1.0,224736.0,Sold,13484.16
1858.0,3.0,3.0,1.0,218193.0,Sold,13091.58
2646.0,5.0,2.0,2.0,177560.0,Unsold,0.0
1909.0,1.0,1.0,2.0,210445.0,Unsold,0.0
1091.0,1.0,1.0,1.0,221101.0,Sold,13266.06
2056.0,5.0,3.0,2.0,199077.0,Sold,11944.62
3006.0,5.0,1.0,1.0,197787.0,Sold,11867.22
1757.0,6.0,2.0,3.0,179142.0,Sold,10748.52
1742.0,5.0,2.0,1.0,199862.0,Sold,11991.72
2557.0,3.0,2.0,2.0,177605.0,Sold,10656.3
1310.0,5.0,1.0,1.0,209356.0,Sold,12561.36
2959.0,4.0,1.0,2.0,195753.0,Sold,11745.18
1569.0,2.0,2.0,3.0,187697.0,Sold,11261.82
1730.0,3.0,1.0,3.0,224436.0,Unsold,0.0
2849.0,2.0,2.0,2.0,201453.0,Sold,12087.18
1409.0,5.0,2.0,3.0,187661.0,Sold,11259.66
3764.0,3.0,3.0,1.0,215924.0,Sold,12955.44
4233.0,5.0,3.0,1.0,224739.0,Sold,13484.34
4644.0,3.0,3.0,1.0,248804.0,Unsold,0.0
2894.0,2.0,1.0,2.0,206144.0,Sold,12368.64
4169.0,4.0,1.0,2.0,190376.0,Sold,11422.56
1727.0,5.0,3.0,1.0,218614.0,Unsold,0.0
2940.0,3.0,1.0,2.0,193832.0,Sold,11629.92
4590.0,6.0,1.0,1.0,215508.0,Unsold,0.0
3398.0,4.0,1.0,2.0,187986.0,Sold,11279.16
2623.0,3.0,3.0,2.0,201103.0,Sold,12066.18
4622.0,4.0,1.0,3.0,205808.0,Sold,12348.48
4704.0,5.0,3.0,2.0,228293.0,Sold,13697.58
2509.0,6.0,3.0,2.0,214239.0,Sold,12854.34
2606.0,3.0,2.0,1.0,200331.0,Sold,12019.86
2306.0,6.0,3.0,2.0,221192.0,Sold,13271.52
1076.0,6.0,2.0,2.0,190468.0,Sold,11428.08
3897.0,4.0,1.0,1.0,237824.0,Unsold,0.0
2654.0,5.0,1.0,1.0,219671.0,Unsold,0.0
4732.0,2.0,1.0,3.0,228011.0,Unsold,0.0
1484.0,2.0,2.0,2.0,176793.0,Sold,10607.58
3241.0,4.0,3.0,2.0,198201.0,Sold,11892.06
1181.0,5.0,2.0,1.0,201559.0,Sold,12093.54
1481.0,3.0,3.0,1.0,222641.0,Unsold,0.0
3253.0,4.0,1.0,1.0,231164.0,Unsold,0.0
2417.0,1.0,1.0,1.0,229330.0,Sold,13759.8
4796.0,6.0,3.0,3.0,215403.0,Sold,12924.18
3650.0,3.0,3.0,3.0,173196.0,Sold,10391.76
2884.0,6.0,2.0,2.0,191654.0,Sold,11499.24
2663.0,5.0,1.0,3.0,174133.0,Sold,10447.98
3537.0,5.0,3.0,2.0,218809.0,Sold,13128.54
2990.0,3.0,3.0,1.0,228942.0,Sold,13736.52
1789.0,3.0,3.0,1.0,217130.0,Unsold,0.0
1124.0,2.0,1.0,1.0,217991.0,Sold,13079.46
4229.0,4.0,2.0,2.0,209164.0,Sold,12549.84
3026.0,6.0,2.0,1.0,199586.0,Sold,11975.16
2401.0,5.0,3.0,3.0,201386.0,Unsold,0.0
3920.0,2.0,2.0,3.0,196419.0,Sold,11785.14
4965.0,3.0,2.0,3.0,181506.0,Unsold,0.0
2084.0,1.0,1.0,1.0,230225.0,Unsold,0.0
2176.0,2.0,1.0,1.0,228258.0,Unsold,0.0
1966.0,2.0,1.0,1.0,217638.0,Sold,13058.28
1868.0,3.0,2.0,3.0,186805.0,Sold,11208.3
1787.0,2.0,2.0,2.0,186529.0,Sold,11191.74
3733.0,6.0,3.0,2.0,220137.0,Sold,13208.22
4659.0,2.0,2.0,3.0,183038.0,Sold,10982.28
4411.0,2.0,2.0,2.0,190030.0,Sold,11401.8
3349.0,6.0,1.0,3.0,159829.0,Sold,9589.74
1139.0,6.0,1.0,1.0,197243.0,Sold,11834.58
4122.0,4.0,3.0,3.0,195187.0,Sold,11711.22
1711.0,6.0,1.0,2.0,176631.0,Sold,10597.86
4645.0,4.0,3.0,3.0,208583.0,Sold,12514.98
2519.0,6.0,3.0,1.0,235132.0,Sold,14107.92
3097.0,6.0,2.0,1.0,201331.0,Sold,12079.86
1337.0,4.0,3.0,2.0,177543.0,Sold,10652.58
3871.0,6.0,2.0,2.0,194300.0,Sold,11658.0
4879.0,3.0,3.0,3.0,184536.0,Sold,11072.16
1172.0,5.0,2.0,3.0,165482.0,Sold,9928.92
4812.0,4.0,2.0,2.0,192264.0,Sold,11535.84
1847.0,5.0,2.0,3.0,164915.0,Sold,9894.9
1589.0,5.0,3.0,1.0,218939.0,Sold,13136.34
1644.0,3.0,3.0,3.0,156204.0,Sold,9372.24
4483.0,3.0,3.0,2.0,220121.0,Unsold,0.0
4991.0,4.0,1.0,3.0,192097.0,Sold,11525.82
3877.0,6.0,3.0,2.0,220203.0,Unsold,0.0
1738.0,1.0,1.0,3.0,249446.0,Unsold,0.0
2087.0,2.0,1.0,1.0,219768.0,Sold,13186.08
1610.0,6.0,3.0,1.0,237688.0,Sold,14261.28
4915.0,6.0,1.0,2.0,210110.0,Sold,12606.6
2140.0,3.0,3.0,3.0,157033.0,Sold,9421.98
3711.0,3.0,3.0,1.0,232793.0,Sold,13967.58
1659.0,5.0,3.0,1.0,241065.0,Sold,14463.9
4674.0,4.0,3.0,3.0,198801.0,Sold,11928.06
1581.0,4.0,2.0,2.0,178591.0,Sold,10715.46
2580.0,6.0,1.0,2.0,200608.0,Sold,12036.48
1619.0,6.0,3.0,1.0,217101.0,Sold,13026.06
4655.0,4.0,3.0,1.0,222360.0,Unsold,0.0
4233.0,2.0,1.0,3.0,235163.0,Sold,14109.78
2549.0,4.0,2.0,3.0,154887.0,Sold,9293.22
3952.0,4.0,3.0,3.0,195864.0,Sold,11751.84
3522.0,3.0,2.0,3.0,159262.0,Sold,9555.72
4236.0,3.0,3.0,2.0,201232.0,Sold,12073.92
3496.0,3.0,3.0,2.0,199856.0,Sold,11991.36
2705.0,5.0,2.0,2.0,187045.0,Sold,11222.7
2512.0,3.0,3.0,2.0,204871.0,Sold,12292.26
2360.0,6.0,2.0,2.0,203157.0,Unsold,0.0
3651.0,2.0,2.0,1.0,224761.0,Unsold,0.0
2137.0,4.0,1.0,1.0,228342.0,Sold,13700.52
4943.0,6.0,1.0,3.0,162760.0,Unsold,0.0
3098.0,2.0,1.0,1.0,236991.0,Sold,14219.46
2814.0,5.0,2.0,2.0,187920.0,Unsold,0.0
1267.0,2.0,2.0,1.0,213206.0,Unsold,0.0
2522.0,2.0,1.0,1.0,245150.0,Unsold,0.0
2632.0,3.0,3.0,1.0,205648.0,Sold,12338.88
1588.0,5.0,1.0,3.0,184655.0,Sold,11079.3
2256.0,6.0,3.0,1.0,209256.0,Unsold,0.0
4316.0,1.0,1.0,1.0,269127.0,Sold,16147.62
3954.0,6.0,3.0,1.0,229547.0,Sold,13772.82
4809.0,3.0,3.0,1.0,246546.0,Unsold,0.0
4151.0,2.0,2.0,3.0,169753.0,Sold,10185.18
2842.0,5.0,1.0,1.0,220475.0,Sold,13228.5
3810.0,6.0,3.0,3.0,197477.0,Sold,11848.62
4731.0,6.0,2.0,1.0,227031.0,Unsold,0.0
4070.0,3.0,1.0,2.0,215592.0,Sold,12935.52
3030.0,6.0,3.0,2.0,212167.0,Sold,12730.02
1362.0,5.0,3.0,2.0,206928.0,Unsold,0.0
2507.0,3.0,2.0,1.0,224265.0,Unsold,0.0
3867.0,3.0,1.0,2.0,222266.0,Unsold,0.0
1203.0,4.0,2.0,1.0,202936.0,Sold,12176.16
1013.0,4.0,2.0,2.0,173397.0,Sold,10403.82
1350.0,5.0,2.0,1.0,209915.0,Sold,12594.9
2944.0,6.0,3.0,1.0,228991.0,Unsold,0.0
4148.0,3.0,1.0,1.0,218365.0,Sold,13101.9
2616.0,3.0,2.0,2.0,182461.0,Sold,10947.66
4270.0,6.0,2.0,2.0,191693.0,Sold,11501.58
4330.0,3.0,3.0,3.0,174687.0,Sold,10481.22
3652.0,6.0,2.0,3.0,203246.0,Sold,12194.76
4539.0,6.0,2.0,3.0,180548.0,Sold,10832.88
2780.0,5.0,3.0,1.0,228356.0,Unsold,0.0
2156.0,3.0,1.0,1.0,213384.0,Unsold,0.0
4484.0,3.0,1.0,2.0,221996.0,Unsold,0.0
4964.0,2.0,2.0,1.0,259440.0,Unsold,0.0
3518.0,1.0,1.0,2.0,226363.0,Sold,13581.78
3999.0,6.0,2.0,1.0,213976.0,Unsold,0.0
2398.0,3.0,1.0,1.0,217479.0,Sold,13048.74
4169.0,5.0,2.0,2.0,206055.0,Unsold,0.0
3656.0,1.0,1.0,3.0,233124.0,Sold,13987.44
2983.0,6.0,1.0,2.0,203649.0,Sold,12218.94
2393.0,6.0,1.0,2.0,197168.0,Sold,11830.08
1285.0,2.0,1.0,3.0,251624.0,Sold,15097.44
4606.0,3.0,3.0,3.0,179369.0,Sold,10762.14
3627.0,3.0,2.0,3.0,167841.0,Sold,10070.46
2375.0,6.0,3.0,3.0,196541.0,Sold,11792.46
3353.0,3.0,3.0,3.0,163349.0,Sold,9800.94
1907.0,6.0,1.0,3.0,165861.0,Sold,9951.66
1681.0,6.0,3.0,3.0,198831.0,Unsold,0.0
3070.0,3.0,1.0,1.0,225116.0,Unsold,0.0
2856.0,2.0,1.0,2.0,194129.0,Sold,11647.74
2144.0,3.0,3.0,1.0,225780.0,Unsold,0.0
3423.0,1.0,1.0,2.0,228727.0,Sold,13723.62
3077.0,4.0,2.0,2.0,204780.0,Unsold,0.0
3011.0,3.0,1.0,2.0,187706.0,Sold,11262.36
2527.0,5.0,2.0,1.0,191735.0,Sold,11504.1
4117.0,3.0,3.0,2.0,215702.0,Sold,12942.12
1963.0,6.0,1.0,1.0,208820.0,Sold,12529.2
1816.0,5.0,2.0,3.0,168091.0,Unsold,0.0
1766.0,3.0,1.0,1.0,208785.0,Sold,12527.1
3288.0,4.0,1.0,3.0,186859.0,Sold,11211.54
4990.0,4.0,3.0,1.0,235961.0,Unsold,0.0
1646.0,4.0,1.0,1.0,238965.0,Unsold,0.0
4510.0,1.0,1.0,2.0,240842.0,Sold,14450.52
4932.0,3.0,2.0,3.0,182989.0,Sold,10979.34
3824.0,3.0,3.0,1.0,239405.0,Unsold,0.0
4160.0,1.0,1.0,1.0,265591.0,Sold,15935.46
3059.0,6.0,1.0,2.0,196422.0,Sold,11785.32
4310.0,6.0,1.0,2.0,192880.0,Sold,11572.8
2690.0,4.0,2.0,3.0,160405.0,Sold,9624.3
1498.0,6.0,3.0,3.0,216049.0,Sold,12962.94
4308.0,3.0,2.0,2.0,188159.0,Sold,11289.54
2693.0,4.0,1.0,2.0,180745.0,Sold,10844.7
3273.0,3.0,2.0,1.0,233157.0,Unsold,0.0
3693.0,3.0,1.0,2.0,215622.0,Sold,12937.32
2568.0,4.0,2.0,1.0,192603.0,Unsold,0.0
2892.0,2.0,2.0,1.0,216964.0,Unsold,0.0
1213.0,2.0,2.0,1.0,208607.0,Sold,12516.42
1155.0,5.0,3.0,1.0,240056.0,Unsold,0.0
1995.0,5.0,1.0,1.0,200224.0,Sold,12013.44
3712.0,6.0,1.0,2.0,184264.0,Sold,11055.84
3754.0,3.0,3.0,1.0,215703.0,Sold,12942.18
1300.0,6.0,3.0,3.0,203540.0,Sold,12212.4
3924.0,5.0,3.0,1.0,217432.0,Sold,13045.92
4569.0,4.0,3.0,2.0,194311.0,Sold,11658.66
2662.0,4.0,2.0,3.0,156983.0,Sold,9418.98
4531.0,4.0,1.0,3.0,194401.0,Sold,11664.06
2250.0,4.0,3.0,2.0,175228.0,Sold,10513.68
2886.0,5.0,1.0,3.0,190531.0,Unsold,0.0
3261.0,2.0,1.0,2.0,214136.0,Sold,12848.16
4781.0,4.0,1.0,2.0,192885.0,Sold,11573.1
2384.0,3.0,1.0,2.0,194954.0,Sold,11697.24
2779.0,6.0,3.0,1.0,226982.0,Sold,13618.92
1527.0,5.0,2.0,1.0,199465.0,Unsold,0.0
3682.0,3.0,1.0,1.0,221203.0,Sold,13272.18
1970.0,6.0,2.0,1.0,205372.0,Sold,12322.32
3230.0,4.0,2.0,2.0,200798.0,Unsold,0.0
3955.0,2.0,2.0,2.0,193498.0,Unsold,0.0
3494.0,1.0,1.0,1.0,237905.0,Unsold,0.0
3206.0,2.0,1.0,1.0,256565.0,Unsold,0.0
2408.0,4.0,1.0,1.0,220294.0,Sold,13217.64
4498.0,3.0,3.0,2.0,217454.0,Sold,13047.24
3497.0,5.0,2.0,1.0,201673.0,Sold,12100.38
3064.0,3.0,3.0,2.0,207721.0,Sold,12463.26
2941.0,6.0,2.0,2.0,196654.0,Sold,11799.24
3888.0,4.0,3.0,3.0,197289.0,Unsold,0.0
2412.0,1.0,1.0,1.0,229884.0,Sold,13793.04
2025.0,4.0,2.0,2.0,190237.0,Unsold,0.0
3419.0,2.0,2.0,2.0,181115.0,Sold,10866.9
3480.0,5.0,3.0,1.0,220037.0,Sold,13202.22
4204.0,3.0,3.0,1.0,234828.0,Unsold,0.0
4949.0,2.0,1.0,3.0,227929.0,Sold,13675.74
2661.0,4.0,2.0,3.0,154363.0,Sold,9261.78
2394.0,3.0,2.0,2.0,170927.0,Sold,10255.62
4691.0,4.0,2.0,2.0,200220.0,Sold,12013.2
2462.0,4.0,3.0,3.0,191257.0,Unsold,0.0
2864.0,2.0,2.0,1.0,238433.0,Unsold,0.0
3089.0,5.0,1.0,2.0,197266.0,Sold,11835.96
2370.0,6.0,2.0,3.0,188300.0,Sold,11298.0
3759.0,6.0,2.0,1.0,198104.0,Sold,11886.24
3826.0,4.0,3.0,2.0,196722.0,Sold,11803.32
4506.0,3.0,3.0,1.0,237558.0,Sold,14253.48
4568.0,6.0,3.0,3.0,221815.0,Sold,13308.9
