rooms,floors,baths,lotSize,price,saleResult,commission
2.0,2.0,3.0,4145.0,211352.0,Sold,12681.12
2.0,2.0,3.0,4145.0,214344.0,Sold,12860.64
2.0,2.0,3.0,4147.0,190684.0,Sold,11441.04
2.0,2.0,3.0,4147.0,206478.0,Sold,12388.68
2.0,2.0,3.0,4150.0,206686.0,Sold,12401.16
2.0,2.0,3.0,4151.0,169753.0,Sold,10185.18
2.0,2.0,3.0,4151.0,210217.0,Sold,12613.02
2.0,2.0,3.0,4152.0,217588.0,Sold,13055.28
2.0,2.0,3.0,4156.0,211950.0,Sold,12717.0
2.0,2.0,3.0,4159.0,190039.0,Sold,11402.34
2.0,2.0,3.0,4160.0,221453.0,Sold,13287.18
2.0,2.0,3.0,4163.0,186469.0,Sold,11188.14
2.0,2.0,3.0,4166.0,220008.0,Sold,13200.48
2.0,2.0,3.0,4168.0,204560.0,Sold,12273.6
2.0,2.0,3.0,4169.0,206778.0,Sold,12406.68
2.0,2.0,3.0,4171.0,219248.0,Sold,13154.88
2.0,2.0,3.0,4174.0,203376.0,Sold,12202.56
2.0,2.0,3.0,4175.0,219791.0,Sold,13187.46
2.0,2.0,3.0,4176.0,192915.0,Sold,11574.9
2.0,2.0,3.0,4178.0,203052.0,Sold,12183.12
2.0,2.0,3.0,4179.0,201199.0,Sold,12071.94
2.0,2.0,3.0,4179.0,212285.0,Sold,12737.1
2.0,2.0,3.0,4181.0,202273.0,Sold,12136.38
2.0,2.0,3.0,4182.0,187778.0,Sold,11266.68
2.0,2.0,3.0,4182.0,214649.0,Sold,12878.94
2.0,2.0,3.0,4192.0,197134.0,Sold,11828.04
2.0,2.0,3.0,4198.0,212236.0,Sold,12734.16
2.0,2.0,3.0,4198.0,218117.0,Sold,13087.02
2.0,2.0,3.0,4203.0,217464.0,Sold,13047.84
2.0,2.0,3.0,4203.0,218179.0,Sold,13090.74
2.0,2.0,3.0,4203.0,223247.0,Sold,13394.82
2.0,2.0,3.0,4204.0,212135.0,Sold,12728.1
2.0,2.0,3.0,4204.0,222508.0,Sold,13350.48
2.0,2.0,3.0,4207.0,211500.0,Sold,12690.0
2.0,2.0,3.0,4209.0,208909.0,Sold,12534.54
2.0,2.0,3.0,4210.0,209499.0,Sold,12569.94
2.0,2.0,3.0,4211.0,199407.0,Sold,11964.42
2.0,2.0,3.0,4215.0,222614.0,Sold,13356.84
2.0,2.0,3.0,4218.0,221582.0,Sold,13294.92
2.0,2.0,3.0,4219.0,162527.0,Sold,9751.62
2.0,2.0,3.0,4219.0,203435.0,Sold,12206.1
2.0,2.0,3.0,4221.0,204350.0,Sold,12261.0
2.0,2.0,3.0,4224.0,211993.0,Sold,12719.58
2.0,2.0,3.0,4230.0,176504.0,Sold,10590.24
2.0,2.0,3.0,4231.0,204785.0,Sold,12287.1
2.0,2.0,3.0,4231.0,220968.0,Sold,13258.08
2.0,2.0,3.0,4233.0,184519.0,Sold,11071.14
2.0,2.0,3.0,4233.0,212288.0,Sold,12737.28
2.0,2.0,3.0,4234.0,208710.0,Sold,12522.6
2.0,2.0,3.0,4238.0,206270.0,Sold,12376.2
2.0,2.0,3.0,4238.0,213675.0,Sold,12820.5
2.0,2.0,3.0,4239.0,217859.0,Sold,13071.54
2.0,2.0,3.0,4240.0,209374.0,Sold,12562.44
2.0,2.0,3.0,4240.0,217445.0,Sold,13046.7
2.0,2.0,3.0,4243.0,205910.0,Sold,12354.6
2.0,2.0,3.0,4244.0,207422.0,Sold,12445.32
2.0,2.0,3.0,4245.0,191587.0,Sold,11495.22
2.0,2.0,3.0,4245.0,202922.0,Sold,12175.32
2.0,2.0,3.0,4249.0,200512.0,Sold,12030.72
2.0,2.0,3.0,4254.0,219414.0,Sold,13164.84
2.0,2.0,3.0,4255.0,222395.0,Sold,13343.7
2.0,2.0,3.0,4264.0,222242.0,Sold,13334.52
2.0,2.0,3.0,4272.0,186414.0,Sold,11184.84
2.0,2.0,3.0,4274.0,206534.0,Sold,12392.04
2.0,2.0,3.0,4280.0,209242.0,Sold,12554.52
2.0,2.0,3.0,4280.0,215505.0,Sold,12930.3
2.0,2.0,3.0,4285.0,189209.0,Sold,11352.54
2.0,2.0,3.0,4286.0,212630.0,Sold,12757.8
2.0,2.0,3.0,4289.0,207526.0,Sold,12451.56
2.0,2.0,3.0,4289.0,218260.0,Sold,13095.6
2.0,2.0,3.0,4299.0,200731.0,Sold,12043.86
2.0,2.0,3.0,4300.0,203847.0,Sold,12230.82
2.0,2.0,3.0,4300.0,207184.0,Sold,12431.04
2.0,2.0,3.0,4301.0,209197.0,Sold,12551.82
2.0,2.0,3.0,4305.0,211406.0,Sold,12684.36
2.0,2.0,3.0,4306.0,196293.0,Sold,11777.58
2.0,2.0,3.0,4307.0,182314.0,Sold,10938.84
2.0,2.0,3.0,4308.0,216589.0,Sold,12995.34
2.0,2.0,3.0,4309.0,212408.0,Sold,12744.48
2.0,2.0,3.0,4309.0,214912.0,Sold,12894.72
2.0,2.0,3.0,4313.0,212340.0,Sold,12740.4
2.0,2.0,3.0,4314.0,200440.0,Sold,12026.4
2.0,2.0,3.0,4321.0,214493.0,Sold,12869.58
2.0,2.0,3.0,4322.0,206705.0,Sold,12402.3
2.0,2.0,3.0,4326.0,223878.0,Sold,13432.68
2.0,2.0,3.0,4327.0,211131.0,Sold,12667.86
2.0,2.0,3.0,4328.0,204736.0,Sold,12284.16
2.0,2.0,3.0,4329.0,198731.0,Sold,11923.86
2.0,2.0,3.0,4329.0,217068.0,Sold,13024.08
2.0,2.0,3.0,4330.0,210996.0,Sold,12659.76
2.0,2.0,3.0,4337.0,205955.0,Sold,12357.3
2.0,2.0,3.0,4342.0,194721.0,Sold,11683.26
2.0,2.0,3.0,4342.0,211942.0,Sold,12716.52
2.0,2.0,3.0,4342.0,224679.0,Sold,13480.74
2.0,2.0,3.0,4347.0,216396.0,Sold,12983.76
2.0,2.0,3.0,4348.0,190519.0,Sold,11431.14
2.0,2.0,3.0,4348.0,204457.0,Sold,12267.42
2.0,2.0,3.0,4348.0,234135.0,Sold,14048.1
2.0,2.0,3.0,4354.0,218441.0,Sold,13106.46
2.0,2.0,3.0,4355.0,227557.0,Sold,13653.42
2.0,2.0,3.0,4358.0,205584.0,Sold,12335.04
2.0,2.0,3.0,4361.0,197791.0,Sold,11867.46
2.0,2.0,3.0,4361.0,206961.0,Sold,12417.66
2.0,2.0,3.0,4362.0,215630.0,Sold,12937.8
2.0,2.0,3.0,4363.0,223453.0,Sold,13407.18
2.0,2.0,3.0,4366.0,199501.0,Sold,11970.06
2.0,2.0,3.0,4366.0,207472.0,Sold,12448.32
2.0,2.0,3.0,4368.0,209761.0,Sold,12585.66
2.0,2.0,3.0,4370.0,259056.0,Sold,15543.36
2.0,2.0,3.0,4372.0,235179.0,Sold,14110.74
2.0,2.0,3.0,4373.0,224630.0,Sold,13477.8
2.0,2.0,3.0,4376.0,214638.0,Sold,12878.28
2.0,2.0,3.0,4383.0,183165.0,Sold,10989.9
2.0,2.0,3.0,4389.0,205363.0,Sold,12321.78
2.0,2.0,3.0,4393.0,218843.0,Sold,13130.58
2.0,2.0,3.0,4396.0,195267.0,Sold,11716.02
2.0,2.0,3.0,4398.0,209289.0,Sold,12557.34
2.0,2.0,3.0,4398.0,223959.0,Sold,13437.54
2.0,2.0,3.0,4400.0,182284.0,Sold,10937.04
2.0,2.0,3.0,4402.0,218929.0,Sold,13135.74
2.0,2.0,3.0,4403.0,211044.0,Sold,12662.64
2.0,2.0,3.0,4404.0,201739.0,Sold,12104.34
2.0,2.0,3.0,4409.0,209671.0,Sold,12580.26
2.0,2.0,3.0,4411.0,210488.0,Sold,12629.28
2.0,2.0,3.0,4413.0,213755.0,Sold,12825.3
2.0,2.0,3.0,4413.0,230133.0,Sold,13807.98
2.0,2.0,3.0,4414.0,217180.0,Sold,13030.8
2.0,2.0,3.0,4418.0,242514.0,Sold,14550.84
2.0,2.0,3.0,4419.0,211516.0,Sold,12690.96
2.0,2.0,3.0,4424.0,190307.0,Sold,11418.42
2.0,2.0,3.0,4424.0,205168.0,Sold,12310.08
2.0,2.0,3.0,4426.0,205500.0,Sold,12330.0
2.0,2.0,3.0,4428.0,205791.0,Sold,12347.46
2.0,2.0,3.0,4428.0,209026.0,Sold,12541.56
2.0,2.0,3.0,4428.0,225568.0,Sold,13534.08
2.0,2.0,3.0,4433.0,223963.0,Sold,13437.78
2.0,2.0,3.0,4435.0,190747.0,Sold,11444.82
2.0,2.0,3.0,4437.0,211561.0,Sold,12693.66
2.0,2.0,3.0,4441.0,216108.0,Sold,12966.48
2.0,2.0,3.0,4441.0,216493.0,Sold,12989.58
2.0,2.0,3.0,4445.0,220279.0,Sold,13216.74
2.0,2.0,3.0,4445.0,221064.0,Sold,13263.84
2.0,2.0,3.0,4446.0,214271.0,Sold,12856.26
2.0,2.0,3.0,4447.0,219548.0,Sold,13172.88
2.0,2.0,3.0,4448.0,217951.0,Sold,13077.06
2.0,2.0,3.0,4448.0,223500.0,Sold,13410.0
2.0,2.0,3.0,4451.0,223162.0,Sold,13389.72
2.0,2.0,3.0,4457.0,216551.0,Sold,12993.06
2.0,2.0,3.0,4458.0,192455.0,Sold,11547.3
2.0,2.0,3.0,4464.0,214753.0,Sold,12885.18
2.0,2.0,3.0,4466.0,207541.0,Sold,12452.46
2.0,2.0,3.0,4466.0,216901.0,Sold,13014.06
2.0,2.0,3.0,4471.0,219478.0,Sold,13168.68
2.0,2.0,3.0,4473.0,189174.0,Sold,11350.44
2.0,2.0,3.0,4474.0,204141.0,Sold,12248.46
2.0,2.0,3.0,4475.0,226537.0,Sold,13592.22
2.0,2.0,3.0,4479.0,225633.0,Sold,13537.98
2.0,2.0,3.0,4480.0,208363.0,Sold,12501.78
2.0,2.0,3.0,4481.0,210330.0,Sold,12619.8
2.0,2.0,3.0,4484.0,215440.0,Sold,12926.4
2.0,2.0,3.0,4485.0,214178.0,Sold,12850.68
2.0,2.0,3.0,4485.0,216110.0,Sold,12966.6
2.0,2.0,3.0,4488.0,208316.0,Sold,12498.96
2.0,2.0,3.0,4489.0,209603.0,Sold,12576.18
2.0,2.0,3.0,4490.0,213298.0,Sold,12797.88
2.0,2.0,3.0,4492.0,212661.0,Sold,12759.66
2.0,2.0,3.0,4494.0,207959.0,Sold,12477.54
2.0,2.0,3.0,4494.0,219238.0,Sold,13154.28
2.0,2.0,3.0,4497.0,220028.0,Sold,13201.68
2.0,2.0,3.0,4498.0,214404.0,Sold,12864.24
2.0,2.0,3.0,4499.0,205814.0,Sold,12348.84
2.0,2.0,3.0,4501.0,220374.0,Sold,13222.44
2.0,2.0,3.0,4505.0,185779.0,Sold,11146.74
2.0,2.0,3.0,4507.0,223222.0,Sold,13393.32
2.0,2.0,3.0,4507.0,223595.0,Sold,13415.7
2.0,2.0,3.0,4508.0,230904.0,Sold,13854.24
2.0,2.0,3.0,4510.0,194435.0,Sold,11666.1
2.0,2.0,3.0,4512.0,220847.0,Sold,13250.82
2.0,2.0,3.0,4513.0,204267.0,Sold,12256.02
2.0,2.0,3.0,4516.0,208027.0,Sold,12481.62
2.0,2.0,3.0,4517.0,182025.0,Sold,10921.5
2.0,2.0,3.0,4518.0,223430.0,Sold,13405.8
2.0,2.0,3.0,4525.0,215237.0,Sold,12914.22
2.0,2.0,3.0,4529.0,192232.0,Sold,11533.92
2.0,2.0,3.0,4529.0,217269.0,Sold,13036.14
2.0,2.0,3.0,4532.0,208363.0,Sold,12501.78
2.0,2.0,3.0,4539.0,199957.0,Sold,11997.42
2.0,2.0,3.0,4539.0,208779.0,Sold,12526.74
2.0,2.0,3.0,4541.0,211983.0,Sold,12718.98
2.0,2.0,3.0,4541.0,222372.0,Sold,13342.32
2.0,2.0,3.0,4542.0,212590.0,Sold,12755.4
2.0,2.0,3.0,4542.0,221011.0,Sold,13260.66
2.0,2.0,3.0,4546.0,209678.0,Sold,12580.68
2.0,2.0,3.0,4546.0,213169.0,Sold,12790.14
2.0,2.0,3.0,4546.0,232151.0,Sold,13929.06
2.0,2.0,3.0,4549.0,211743.0,Sold,12704.58
2.0,2.0,3.0,4553.0,207375.0,Sold,12442.5
2.0,2.0,3.0,4556.0,195525.0,Sold,11731.5
2.0,2.0,3.0,4559.0,216408.0,Sold,12984.48
2.0,2.0,3.0,4560.0,227520.0,Sold,13651.2
2.0,2.0,3.0,4562.0,210522.0,Sold,12631.32
2.0,2.0,3.0,4569.0,204413.0,Sold,12264.78
2.0,2.0,3.0,4569.0,208980.0,Sold,12538.8
2.0,2.0,3.0,4576.0,222511.0,Sold,13350.66
2.0,2.0,3.0,4576.0,225530.0,Sold,13531.8
2.0,2.0,3.0,4577.0,213559.0,Sold,12813.54
2.0,2.0,3.0,4579.0,211111.0,Sold,12666.66
2.0,2.0,3.0,4582.0,227394.0,Sold,13643.64
2.0,2.0,3.0,4584.0,193282.0,Sold,11596.92
2.0,2.0,3.0,4585.0,210350.0,Sold,12621.0
2.0,2.0,3.0,4586.0,183975.0,Sold,11038.5
2.0,2.0,3.0,4587.0,222762.0,Sold,13365.72
2.0,2.0,3.0,4588.0,206482.0,Sold,12388.92
2.0,2.0,3.0,4592.0,218414.0,Sold,13104.84
2.0,2.0,3.0,4594.0,237561.0,Sold,14253.66
2.0,2.0,3.0,4599.0,220016.0,Sold,13200.96
2.0,2.0,3.0,4599.0,223357.0,Sold,13401.42
2.0,2.0,3.0,4600.0,213121.0,Sold,12787.26
2.0,2.0,3.0,4602.0,215465.0,Sold,12927.9
2.0,2.0,3.0,4602.0,224190.0,Sold,13451.4
2.0,2.0,3.0,4603.0,206725.0,Sold,12403.5
2.0,2.0,3.0,4604.0,226986.0,Sold,13619.16
2.0,2.0,3.0,4605.0,219853.0,Sold,13191.18
2.0,2.0,3.0,4605.0,225070.0,Sold,13504.2
2.0,2.0,3.0,4606.0,212388.0,Sold,12743.28
2.0,2.0,3.0,4607.0,204967.0,Sold,12298.02
2.0,2.0,3.0,4610.0,222097.0,Sold,13325.82
2.0,2.0,3.0,4610.0,229076.0,Sold,13744.56
2.0,2.0,3.0,4611.0,223764.0,Sold,13425.84
2.0,2.0,3.0,4612.0,194009.0,Sold,11640.54
2.0,2.0,3.0,4612.0,216871.0,Sold,13012.26
2.0,2.0,3.0,4618.0,202067.0,Sold,12124.02
2.0,2.0,3.0,4621.0,206987.0,Sold,12419.22
2.0,2.0,3.0,4622.0,220097.0,Sold,13205.82
2.0,2.0,3.0,4623.0,227309.0,Sold,13638.54
2.0,2.0,3.0,4628.0,202926.0,Sold,12175.56
2.0,2.0,3.0,4628.0,204615.0,Sold,12276.9
2.0,2.0,3.0,4628.0,219543.0,Sold,13172.58
2.0,2.0,3.0,4631.0,205420.0,Sold,12325.2
2.0,2.0,3.0,4633.0,218342.0,Sold,13100.52
2.0,2.0,3.0,4636.0,210368.0,Sold,12622.08
2.0,2.0,3.0,4636.0,218621.0,Sold,13117.26
2.0,2.0,3.0,4636.0,220813.0,Sold,13248.78
2.0,2.0,3.0,4642.0,221231.0,Sold,13273.86
2.0,2.0,3.0,4644.0,210142.0,Sold,12608.52
2.0,2.0,3.0,4645.0,203391.0,Sold,12203.46
2.0,2.0,3.0,4645.0,228495.0,Sold,13709.7
2.0,2.0,3.0,4648.0,215053.0,Sold,12903.18
2.0,2.0,3.0,4648.0,226533.0,Sold,13591.98
2.0,2.0,3.0,4650.0,206848.0,Sold,12410.88
2.0,2.0,3.0,4653.0,219646.0,Sold,13178.76
2.0,2.0,3.0,4653.0,223094.0,Sold,13385.64
2.0,2.0,3.0,4657.0,218416.0,Sold,13104.96
2.0,2.0,3.0,4658.0,223680.0,Sold,13420.8
2.0,2.0,3.0,4659.0,183038.0,Sold,10982.28
2.0,2.0,3.0,4659.0,216295.0,Sold,12977.7
2.0,2.0,3.0,4660.0,217690.0,Sold,13061.4
2.0,2.0,3.0,4661.0,202956.0,Sold,12177.36
2.0,2.0,3.0,4661.0,209742.0,Sold,12584.52
2.0,2.0,3.0,4662.0,240312.0,Sold,14418.72
2.0,2.0,3.0,4665.0,216103.0,Sold,12966.18
2.0,2.0,3.0,4665.0,220546.0,Sold,13232.76
2.0,2.0,3.0,4666.0,220341.0,Sold,13220.46
2.0,2.0,3.0,4667.0,212579.0,Sold,12754.74
2.0,2.0,3.0,4670.0,215414.0,Sold,12924.84
2.0,2.0,3.0,4671.0,223900.0,Sold,13434.0
2.0,2.0,3.0,4673.0,215201.0,Sold,12912.06
2.0,2.0,3.0,4673.0,227124.0,Sold,13627.44
2.0,2.0,3.0,4679.0,209916.0,Sold,12594.96
2.0,2.0,3.0,4681.0,222142.0,Sold,13328.52
2.0,2.0,3.0,4681.0,224996.0,Sold,13499.76
2.0,2.0,3.0,4684.0,238851.0,Sold,14331.06
2.0,2.0,3.0,4685.0,220778.0,Sold,13246.68
2.0,2.0,3.0,4686.0,216747.0,Sold,13004.82
2.0,2.0,3.0,4686.0,217907.0,Sold,13074.42
2.0,2.0,3.0,4686.0,223959.0,Sold,13437.54
2.0,2.0,3.0,4690.0,214666.0,Sold,12879.96
2.0,2.0,3.0,4690.0,215177.0,Sold,12910.62
2.0,2.0,3.0,4690.0,225054.0,Sold,13503.24
2.0,2.0,3.0,4691.0,221348.0,Sold,13280.88
2.0,2.0,3.0,4696.0,204689.0,Sold,12281.34
2.0,2.0,3.0,4697.0,217912.0,Sold,13074.72
2.0,2.0,3.0,4703.0,203257.0,Sold,12195.42
2.0,2.0,3.0,4704.0,218404.0,Sold,13104.24
2.0,2.0,3.0,4705.0,213244.0,Sold,12794.64
2.0,2.0,3.0,4714.0,219650.0,Sold,13179.0
2.0,2.0,3.0,4717.0,218784.0,Sold,13127.04
2.0,2.0,3.0,4718.0,214715.0,Sold,12882.9
2.0,2.0,3.0,4727.0,210884.0,Sold,12653.04
2.0,2.0,3.0,4729.0,213230.0,Sold,12793.8
2.0,2.0,3.0,4738.0,191973.0,Sold,11518.38
2.0,2.0,3.0,4743.0,223735.0,Sold,13424.1
2.0,2.0,3.0,4744.0,223703.0,Sold,13422.18
2.0,2.0,3.0,4744.0,228283.0,Sold,13696.98
2.0,2.0,3.0,4745.0,208762.0,Sold,12525.72
2.0,2.0,3.0,4745.0,210225.0,Sold,12613.5
2.0,2.0,3.0,4748.0,212604.0,Sold,12756.24
2.0,2.0,3.0,4748.0,226711.0,Sold,13602.66
2.0,2.0,3.0,4749.0,197893.0,Sold,11873.58
2.0,2.0,3.0,4749.0,225139.0,Sold,13508.34
2.0,2.0,3.0,4750.0,226110.0,Sold,13566.6
2.0,2.0,3.0,4750.0,227494.0,Sold,13649.64
2.0,2.0,3.0,4752.0,217445.0,Sold,13046.7
2.0,2.0,3.0,4755.0,206116.0,Sold,12366.96
2.0,2.0,3.0,4756.0,223196.0,Sold,13391.76
2.0,2.0,3.0,4757.0,215435.0,Sold,12926.1
2.0,2.0,3.0,4759.0,227967.0,Sold,13678.02
2.0,2.0,3.0,4764.0,202241.0,Sold,12134.46
2.0,2.0,3.0,4764.0,219282.0,Sold,13156.92
2.0,2.0,3.0,4767.0,217889.0,Sold,13073.34
2.0,2.0,3.0,4769.0,219606.0,Sold,13176.36
2.0,2.0,3.0,4769.0,221792.0,Sold,13307.52
2.0,2.0,3.0,4771.0,211411.0,Sold,12684.66
2.0,2.0,3.0,4773.0,198746.0,Sold,11924.76
2.0,2.0,3.0,4773.0,205369.0,Sold,12322.14
2.0,2.0,3.0,4773.0,210175.0,Sold,12610.5
2.0,2.0,3.0,4775.0,224858.0,Sold,13491.48
2.0,2.0,3.0,4778.0,209329.0,Sold,12559.74
2.0,2.0,3.0,4779.0,191835.0,Sold,11510.1
2.0,2.0,3.0,4779.0,214665.0,Sold,12879.9
2.0,2.0,3.0,4780.0,189128.0,Sold,11347.68
2.0,2.0,3.0,4780.0,213871.0,Sold,12832.26
2.0,2.0,3.0,4780.0,216163.0,Sold,12969.78
2.0,2.0,3.0,4781.0,239361.0,Sold,14361.66
2.0,2.0,3.0,4782.0,225188.0,Sold,13511.28
2.0,2.0,3.0,4783.0,217387.0,Sold,13043.22
2.0,2.0,3.0,4783.0,219274.0,Sold,13156.44
2.0,2.0,3.0,4783.0,222825.0,Sold,13369.5
2.0,2.0,3.0,4785.0,225333.0,Sold,13519.98
2.0,2.0,3.0,4786.0,190967.0,Sold,11458.02
2.0,2.0,3.0,4786.0,225457.0,Sold,13527.42
2.0,2.0,3.0,4790.0,220755.0,Sold,13245.3
2.0,2.0,3.0,4791.0,224299.0,Sold,13457.94
2.0,2.0,3.0,4792.0,219131.0,Sold,13147.86
2.0,2.0,3.0,4795.0,232005.0,Sold,13920.3
2.0,2.0,3.0,4796.0,209373.0,Sold,12562.38
2.0,2.0,3.0,4798.0,207142.0,Sold,12428.52
2.0,2.0,3.0,4799.0,210017.0,Sold,12601.02
2.0,2.0,3.0,4799.0,226216.0,Sold,13572.96
2.0,2.0,3.0,4800.0,214646.0,Sold,12878.76
2.0,2.0,3.0,4800.0,223463.0,Sold,13407.78
2.0,2.0,3.0,4803.0,215636.0,Sold,12938.16
2.0,2.0,3.0,4804.0,211945.0,Sold,12716.7
2.0,2.0,3.0,4805.0,227196.0,Sold,13631.76
2.0,2.0,3.0,4806.0,212360.0,Sold,12741.6
2.0,2.0,3.0,4810.0,214229.0,Sold,12853.74
2.0,2.0,3.0,4810.0,234100.0,Sold,14046.0
2.0,2.0,3.0,4812.0,228869.0,Sold,13732.14
2.0,2.0,3.0,4813.0,222508.0,Sold,13350.48
2.0,2.0,3.0,4813.0,232144.0,Sold,13928.64
2.0,2.0,3.0,4814.0,222226.0,Sold,13333.56
2.0,2.0,3.0,4820.0,230312.0,Sold,13818.72
2.0,2.0,3.0,4821.0,221252.0,Sold,13275.12
2.0,2.0,3.0,4831.0,227452.0,Sold,13647.12
2.0,2.0,3.0,4833.0,235819.0,Sold,14149.14
2.0,2.0,3.0,4837.0,222409.0,Sold,13344.54
2.0,2.0,3.0,4838.0,189941.0,Sold,11396.46
2.0,2.0,3.0,4838.0,229518.0,Sold,13771.08
2.0,2.0,3.0,4840.0,197523.0,Sold,11851.38
2.0,2.0,3.0,4842.0,224563.0,Sold,13473.78
2.0,2.0,3.0,4843.0,218736.0,Sold,13124.16
2.0,2.0,3.0,4845.0,230392.0,Sold,13823.52
2.0,2.0,3.0,4847.0,191984.0,Sold,11519.04
2.0,2.0,3.0,4847.0,220371.0,Sold,13222.26
2.0,2.0,3.0,4849.0,226475.0,Sold,13588.5
2.0,2.0,3.0,4852.0,204175.0,Sold,12250.5
2.0,2.0,3.0,4852.0,227147.0,Sold,13628.82
2.0,2.0,3.0,4852.0,261408.0,Sold,15684.48
2.0,2.0,3.0,4855.0,224019.0,Sold,13441.14
2.0,2.0,3.0,4856.0,229209.0,Sold,13752.54
2.0,2.0,3.0,4858.0,217647.0,Sold,13058.82
2.0,2.0,3.0,4858.0,228670.0,Sold,13720.2
2.0,2.0,3.0,4860.0,226815.0,Sold,13608.9
2.0,2.0,3.0,4861.0,219468.0,Sold,13168.08
2.0,2.0,3.0,4863.0,211028.0,Sold,12661.68
2.0,2.0,3.0,4868.0,218184.0,Sold,13091.04
2.0,2.0,3.0,4869.0,217951.0,Sold,13077.06
2.0,2.0,3.0,4874.0,217408.0,Sold,13044.48
2.0,2.0,3.0,4875.0,211664.0,Sold,12699.84
2.0,2.0,3.0,4876.0,204705.0,Sold,12282.3
2.0,2.0,3.0,4876.0,233033.0,Sold,13981.98
2.0,2.0,3.0,4883.0,211059.0,Sold,12663.54
2.0,2.0,3.0,4884.0,216800.0,Sold,13008.0
2.0,2.0,3.0,4884.0,224521.0,Sold,13471.26
2.0,2.0,3.0,4888.0,201669.0,Sold,12100.14
2.0,2.0,3.0,4888.0,220545.0,Sold,13232.7
2.0,2.0,3.0,4889.0,230735.0,Sold,13844.1
2.0,2.0,3.0,4899.0,184901.0,Sold,11094.06
2.0,2.0,3.0,4902.0,227096.0,Sold,13625.76
2.0,2.0,3.0,4903.0,229423.0,Sold,13765.38
2.0,2.0,3.0,4904.0,224606.0,Sold,13476.36
2.0,2.0,3.0,4907.0,232542.0,Sold,13952.52
2.0,2.0,3.0,4912.0,223276.0,Sold,13396.56
2.0,2.0,3.0,4913.0,232713.0,Sold,13962.78
2.0,2.0,3.0,4914.0,222346.0,Sold,13340.76
2.0,2.0,3.0,4914.0,231346.0,Sold,13880.76
2.0,2.0,3.0,4914.0,231379.0,Sold,13882.74
2.0,2.0,3.0,4917.0,247068.0,Sold,14824.08
2.0,2.0,3.0,4922.0,226979.0,Sold,13618.74
2.0,2.0,3.0,4923.0,189672.0,Sold,11380.32
2.0,2.0,3.0,4924.0,197104.0,Sold,11826.24
2.0,2.0,3.0,4924.0,213331.0,Sold,12799.86
2.0,2.0,3.0,4925.0,223169.0,Sold,13390.14
2.0,2.0,3.0,4930.0,216234.0,Sold,12974.04
2.0,2.0,3.0,4933.0,213290.0,Sold,12797.4
2.0,2.0,3.0,4935.0,213672.0,Sold,12820.32
2.0,2.0,3.0,4935.0,221292.0,Sold,13277.52
2.0,2.0,3.0,4938.0,213533.0,Sold,12811.98
2.0,2.0,3.0,4938.0,213555.0,Sold,12813.3
2.0,2.0,3.0,4942.0,196829.0,Sold,11809.74
2.0,2.0,3.0,4942.0,229599.0,Sold,13775.94
2.0,2.0,3.0,4944.0,218506.0,Sold,13110.36
2.0,2.0,3.0,4945.0,211392.0,Sold,12683.52
2.0,2.0,3.0,4963.0,211707.0,Sold,12702.42
2.0,2.0,3.0,4963.0,212006.0,Sold,12720.36
2.0,2.0,3.0,4963.0,217453.0,Sold,13047.18
2.0,2.0,3.0,4964.0,216003.0,Sold,12960.18
2.0,2.0,3.0,4966.0,200889.0,Sold,12053.34
2.0,2.0,3.0,4967.0,208738.0,Sold,12524.28
2.0,2.0,3.0,4971.0,236164.0,Sold,14169.84
2.0,2.0,3.0,4973.0,216885.0,Sold,13013.1
2.0,2.0,3.0,4976.0,213931.0,Sold,12835.86
2.0,2.0,3.0,4980.0,232239.0,Sold,13934.34
2.0,2.0,3.0,4984.0,215496.0,Sold,12929.76
2.0,2.0,3.0,4984.0,221676.0,Sold,13300.56
2.0,2.0,3.0,4984.0,224995.0,Sold,13499.7
2.0,2.0,3.0,4984.0,233284.0,Sold,13997.04
2.0,2.0,3.0,4986.0,220608.0,Sold,13236.48
2.0,2.0,3.0,4988.0,208121.0,Sold,12487.26
2.0,2.0,3.0,4988.0,225480.0,Sold,13528.8
2.0,2.0,3.0,4991.0,221011.0,Sold,13260.66
2.0,2.0,3.0,4997.0,232436.0,Sold,13946.16
2.0,2.0,3.0,5000.0,220842.0,Sold,13250.52
3.0,1.0,1.0,1000.0,256265.0,Sold,15375.9
3.0,1.0,1.0,1001.0,244631.0,Sold,14677.86
3.0,1.0,1.0,1001.0,245152.0,Sold,14709.12
3.0,1.0,1.0,1004.0,236163.0,Sold,14169.78
3.0,1.0,1.0,1006.0,212589.0,Sold,12755.34
3.0,1.0,1.0,1007.0,247700.0,Sold,14862.0
3.0,1.0,1.0,1009.0,216823.0,Sold,13009.38
3.0,1.0,1.0,1010.0,217869.0,Sold,13072.14
3.0,1.0,1.0,1016.0,301127.0,Sold,18067.62
3.0,1.0,1.0,1018.0,252400.0,Sold,15144.0
3.0,1.0,1.0,1019.0,230359.0,Sold,13821.54
3.0,1.0,1.0,1022.0,196429.0,Sold,11785.74
3.0,1.0,1.0,1022.0,250956.0,Sold,15057.36
3.0,1.0,1.0,1028.0,244112.0,Sold,14646.72
3.0,1.0,1.0,1031.0,255280.0,Sold,15316.8
3.0,1.0,1.0,1035.0,211930.0,Sold,12715.8
3.0,1.0,1.0,1036.0,221286.0,Sold,13277.16
